38812,55,APEC四年来首次发表内容全面的《贸易部长联合声明》,财经评论,05-19 11:04
91661,182,人民日报钟声：香者自香 臭者自臭——“中国技术有害,财经评论,05-19 07:37
17.6万,557,易会满首提“研究优化有奖举报等制度机制” A股“有奖,财经评论,05-18 19:40
182万,382,证监会核发3家企业IPO批文,财经评论,05-17 20:39
959万,505,炒股理财选东方财富证券，7×24小时股票快捷开户，把握,东方财富网,05-06 10:41
85186,131, 【¥88.00】周五为何单边大跌？下周怎么办？,东方财富网,05-16 00:00
1418,4,中国人寿进入“2019中国上市公司品牌价值榜”总榜TOP1,财经评论,05-17 23:06
288,0,险资投资股市30%上限或提升影响17万亿大批增量资金在,A股市航海,05-18 19:42
665,1,保险业绩牛！凯乐量子保密通讯超级“军工”牛股！翻倍,股友f5aezn,05-18 15:23
2271,1,中国人寿(601628)融资融券信息(05-17),中国人寿资讯,05-18 12:29
909,1,中国人寿05月17日获沪股通减仓9812股,聚焦沪深港,05-18 08:03
688,0,24以下再补仓,江湖不挨刀666,05-17 22:31
746,0,人寿何日能恢复往日雄风,白写红白,05-17 22:23
963,1,中国人寿05月17日资金揭秘,资金解密,05-17 16:14
880,0,强势推进战略重组,好久不见410741493,05-17 16:05
901,0,人兽把我坑了。一季度业债如何如何亮丽，结果利好出尽,基民BJkeif,05-17 15:53
1187,2,中国人寿续弱 候低留意中寿购28332,财经评论,05-17 14:46
790,0,人兽，就是被人兽用来砸盘控盘的。,风情万种1,05-17 14:43
862,1,尾盘拉起来[胜利],香香的红蔷薇,05-17 14:35
838,0,事件点评：业绩预告符合预期，高速增长确定性强,好久不见83892,05-17 14:33
816,0,买不到25的寿寿，就等，决不将就,股票留三天,05-17 14:30
834,0,大盘跌成这样，说好的国家队呢,股友28UEne,05-17 14:14
782,0,禽兽不如,倔强的牛幸福,05-17 13:51
791,0,中华民族要崛起。,梦幻新手,05-17 13:11
868,0,25马上到我碗里来,股票留三天,05-17 11:01
863,0,问候你跌,股友bJPXtu,05-17 10:52
894,0,有意思了,第二冲击波,05-17 10:45
660,0,qiujie,Fendouxiangqian,05-17 10:45
786,1,又要跌回去了，跑吧,c188888,05-17 10:44
501,0,尼玛个D怎么每次下跌都有你的份,大哥的股神,05-17 10:04
574,0,今年最后悔的一次交易就是人寿。人家大涨，它小跌，人,股道阿阳,05-17 10:02
708,0,中国人寿：融资净买入529.57万元，融资余额9.4亿元（0,财经评论,05-17 09:34
716,1,中国人寿05月16日获沪股通减仓106.10万股,聚焦沪深港,05-17 08:03
3550,0,中国人寿(601628)融资融券信息(05-16),中国人寿资讯,05-17 07:43
512,0,华西能源，满仓干！,黑黑的那种哦,05-17 07:18
519,0,板块涨停都拉不动这个垃圾,股友8A0urO,05-16 23:20
576,0,大摩最近频繁减持H股，股价在19元多。很是搞笑，每股,股友lFTLI5,05-16 22:36
699,1,这么小的振幅，你小子蓄势，是想上涨呢？还是下跌。？,听涛阁居士,05-16 18:45
772,0,中国人寿05月16日资金揭秘,资金解密,05-16 16:13
1052,1,又进了，是不是有点傻？！,伯提沙撒,05-16 11:03
831,1,狗日的大盘都红了那么多了 人兽 真烂,mxy1,05-16 10:48
690,0,幸亏昨天跑了,泡菜豆腐乳,05-16 09:37
853,0,中国人寿：融资净买入2646.44万元，融资余额9.35亿元,财经评论,05-16 09:36
963,1,你说你好歹是国企，还干不过平安，平安创新高，你回去,n1423838888e7e46,05-16 08:47
1035,0,中国人寿05月15日获沪股通加仓89.93万股,聚焦沪深港,05-16 08:03
4144,0,中国人寿(601628)融资融券信息(05-15),中国人寿资讯,05-16 07:40
820,0,僵尸股，没比这货更差的了！！！,股友jTM0Rn,05-15 19:57
1184,0,每次反弹都是逃命的机会,股友UVSd9r,05-15 17:00
1303,0,中国人寿05月15日资金揭秘,资金解密,05-15 16:13
962,0,再不买就说再见山顶见面,c188888,05-15 13:49
905,0,杠泥妈大盘都涨不过的禽兽,砖砸噴子,05-15 13:46
906,0,禽兽啊,砖砸噴子,05-15 13:27
883,0,人渣啊！,砖砸噴子,05-15 13:21
906,0,下午大涨,c188888,05-15 13:15
1077,3,快六十万股换业绩牛上峰水泥还是三钢闽光好呀？急呀！,股友f5aezn,05-15 12:50
943,0,转发,SG迷情9238,05-15 12:41
